frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1682,  0,  14.022,  0.98,  1, 1.48, 0.10, 1.30, 0.00, 1.21, 0.00, 0.42, 2.14, 0.56, 1.14, 0.00, 0.32, 0.00, 0.00, 0.00, 0.23, 1.67, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1683,  0,  14.031,  0.98,  1, 1.41, 0.10, 1.43, 0.00, 1.25, 0.00, 0.50, 2.16, 0.58, 1.22, 0.08, 0.43, 0.00, 0.00, 0.00, 0.36, 1.36, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1684,  0,  14.039,  0.98,  1, 1.21, 0.11, 1.48, 0.00, 1.31, 0.00, 0.51, 2.03, 0.57, 1.31, 0.24, 0.42, 0.00, 0.00, 0.00, 0.32, 1.54, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1685,  0,  14.047,  0.98,  1, 1.19, 0.06, 1.43, 0.00, 1.29, 0.10, 0.41, 2.08, 0.54, 1.30, 0.29, 0.35, 0.00, 0.00, 0.08, 0.21, 1.33, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1686,  0,  14.056,  0.98,  1, 1.27, 0.09, 1.27, 0.00, 1.22, 0.10, 0.28, 2.06, 0.64, 1.31, 0.31, 0.24, 0.00, 0.00, 0.22, 0.06, 1.55, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1687,  0,  14.064,  0.98,  1, 1.21, 0.03, 1.30, 0.00, 1.19, 0.10, 0.23, 2.18, 0.63, 1.27, 0.15, 0.12, 0.00, 0.00, 0.22, 0.20, 1.49, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1688,  0,  14.072,  0.98,  1, 1.29, 0.03, 1.41, 0.00, 1.35, 0.00, 0.29, 2.23, 0.70, 1.41, 0.13, 0.18, 0.00, 0.00, 0.14, 0.32, 1.68, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1689,  0,  14.081,  0.98,  1, 1.32, 0.03, 1.38, 0.00, 1.36, 0.00, 0.27, 2.27, 0.63, 1.42, 0.09, 0.20, 0.00, 0.00, 0.02, 0.42, 1.66, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1690,  0,  14.089,  0.98,  1, 1.50, 0.03, 1.33, 0.00, 1.25, 0.00, 0.23, 2.05, 0.68, 1.40, 0.16, 0.12, 0.05, 0.00, 0.19, 0.22, 1.81, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1691,  0,  14.097,  0.98,  1, 1.40, 0.03, 1.19, 0.00, 1.19, 0.02, 0.34, 2.16, 0.68, 1.42, 0.13, 0.07, 0.06, 0.00, 0.26, 0.28, 1.68, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1692,  0,  14.106,  0.98,  1, 1.55, 0.00, 1.29, 0.00, 1.19, 0.02, 0.46, 2.17, 0.76, 1.42, 0.07, 0.15, 0.08, 0.00, 0.28, 0.38, 1.53, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1693,  0,  14.114,  0.98,  1, 1.37, 0.00, 1.35, 0.00, 1.36, 0.02, 0.51, 2.39, 0.75, 1.49, 0.00, 0.36, 0.03, 0.00, 0.16, 0.49, 1.43, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
1694,  0,  14.122,  0.98,  1, 1.34, 0.00, 1.49, 0.00, 1.43, 0.00, 0.35, 2.30, 0.83, 1.50, 0.10, 0.42, 0.16, 0.00, 0.09, 0.31, 1.72, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
1695,  0,  14.131,  0.98,  1, 1.19, 0.00, 1.46, 0.00, 1.42, 0.00, 0.26, 2.20, 0.75, 1.38, 0.17, 0.49, 0.15, 0.00, 0.05, 0.23, 1.71, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1696,  0,  14.139,  0.98,  1, 1.22, 0.01, 1.34, 0.00, 1.39, 0.18, 0.41, 2.10, 0.70, 1.33, 0.17, 0.28, 0.23, 0.00, 0.12, 0.32, 1.85, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1697,  0,  14.147,  0.98,  1, 1.02, 0.02, 1.39, 0.00, 1.29, 0.18, 0.53, 2.09, 0.53, 1.32, 0.08, 0.28, 0.17, 0.00, 0.12, 0.34, 1.76, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1698,  0,  14.156,  0.98,  1, 1.09, 0.15, 1.32, 0.00, 1.28, 0.18, 0.54, 2.11, 0.47, 1.30, 0.05, 0.30, 0.16, 0.00, 0.21, 0.29, 1.73, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1699,  0,  14.164,  0.98,  1, 1.16, 0.15, 1.18, 0.00, 1.15, 0.00, 0.46, 2.17, 0.50, 1.31, 0.06, 0.40, 0.21, 0.00, 0.13, 0.16, 1.49, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1700,  0,  14.172,  0.98,  1, 1.31, 0.15, 1.04, 0.00, 1.25, 0.00, 0.38, 2.22, 0.52, 1.26, 0.12, 0.37, 0.37, 0.00, 0.16, 0.32, 1.39, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1701,  0,  14.181,  0.98,  1, 1.30, 0.01, 1.13, 0.00, 1.20, 0.00, 0.33, 2.26, 0.60, 1.46, 0.12, 0.31, 0.44, 0.00, 0.08, 0.31, 1.41, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1702,  0,  14.189,  0.98,  1, 1.30, 0.06, 1.31, 0.00, 1.27, 0.00, 0.27, 2.14, 0.60, 1.44, 0.11, 0.26, 0.41, 0.00, 0.03, 0.23, 1.59, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1703,  0,  14.198,  0.98,  1, 1.32, 0.13, 1.25, 0.00, 1.15, 0.00, 0.22, 2.09, 0.66, 1.33, 0.20, 0.24, 0.37, 0.00, 0.00, 0.19, 1.57, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1704,  0,  14.206,  0.98,  1, 1.08, 0.13, 1.14, 0.00, 1.22, 0.00, 0.27, 2.13, 0.62, 1.25, 0.15, 0.29, 0.29, 0.00, 0.00, 0.24, 1.59, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1705,  0,  14.214,  0.98,  1, 1.15, 0.22, 1.10, 0.00, 1.19, 0.00, 0.28, 2.24, 0.68, 1.30, 0.15, 0.32, 0.34, 0.00, 0.01, 0.33, 1.50, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1706,  0,  14.223,  0.98,  1, 0.97, 0.15, 1.38, 0.00, 1.19, 0.00, 0.39, 2.30, 0.62, 1.45, 0.07, 0.28, 0.15, 0.00, 0.05, 0.43, 1.75, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
1707,  0,  14.231,  0.98,  1, 1.03, 0.23, 1.40, 0.00, 1.23, 0.00, 0.39, 2.20, 0.64, 1.56, 0.11, 0.14, 0.15, 0.00, 0.05, 0.41, 1.76, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1708,  0,  14.239,  0.98,  1, 0.88, 0.16, 1.55, 0.00, 1.26, 0.00, 0.41, 2.17, 0.59, 1.67, 0.27, 0.22, 0.05, 0.00, 0.04, 0.49, 1.72, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1709,  0,  14.248,  0.98,  1, 1.16, 0.31, 1.33, 0.00, 1.26, 0.00, 0.34, 2.07, 0.58, 1.69, 0.20, 0.32, 0.05, 0.00, 0.00, 0.31, 1.66, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1710,  0,  14.256,  0.98,  1, 1.38, 0.35, 1.30, 0.00, 1.18, 0.10, 0.40, 2.09, 0.59, 1.46, 0.16, 0.35, 0.05, 0.00, 0.00, 0.22, 1.82, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1711,  0,  14.264,  0.98,  1, 1.45, 0.26, 1.22, 0.00, 1.18, 0.10, 0.32, 1.98, 0.57, 1.32, 0.02, 0.39, 0.00, 0.00, 0.06, 0.08, 1.85, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1712,  0,  14.273,  0.98,  1, 1.26, 0.25, 1.37, 0.00, 1.18, 0.10, 0.43, 2.02, 0.62, 1.29, 0.08, 0.25, 0.06, 0.00, 0.16, 0.03, 1.75, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1713,  0,  14.281,  0.98,  1, 1.28, 0.30, 1.47, 0.00, 1.19, 0.00, 0.42, 2.08, 0.56, 1.41, 0.12, 0.38, 0.06, 0.00, 0.32, 0.11, 1.44, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1714,  0,  14.289,  0.98,  1, 1.36, 0.32, 1.40, 0.00, 1.16, 0.00, 0.46, 2.16, 0.64, 1.45, 0.24, 0.25, 0.06, 0.00, 0.32, 0.19, 1.44, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1715,  0,  14.298,  0.98,  1, 1.27, 0.18, 1.14, 0.00, 1.05, 0.00, 0.33, 2.09, 0.60, 1.40, 0.18, 0.36, 0.00, 0.00, 0.28, 0.37, 1.40, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1716,  0,  14.306,  0.93,  1, 1.10, 0.20, 1.19, 0.00, 0.99, 0.00, 0.32, 2.06, 0.66, 1.36, 0.40, 0.25, 0.02, 0.00, 0.14, 0.45, 1.55, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1717,  0,  14.314,  0.98,  1, 0.92, 0.19, 1.26, 0.00, 1.07, 0.11, 0.29, 2.14, 0.57, 1.35, 0.36, 0.35, 0.10, 0.00, 0.10, 0.42, 1.37, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1718,  0,  14.323,  0.98,  1, 0.99, 0.19, 1.27, 0.00, 1.15, 0.11, 0.31, 2.26, 0.63, 1.41, 0.36, 0.37, 0.10, 0.00, 0.04, 0.36, 1.51, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1719,  0,  14.331,  0.98,  1, 0.99, 0.00, 1.29, 0.00, 1.20, 0.11, 0.31, 2.28, 0.63, 1.54, 0.29, 0.33, 0.18, 0.00, 0.02, 0.29, 1.32, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1720,  0,  14.339,  0.98,  1, 0.99, 0.07, 1.19, 0.00, 1.13, 0.00, 0.40, 2.17, 0.72, 1.46, 0.28, 0.22, 0.13, 0.00, 0.00, 0.21, 1.46, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1721,  0,  14.348,  0.98,  1, 0.93, 0.07, 1.33, 0.00, 1.08, 0.00, 0.46, 2.05, 0.69, 1.44, 0.29, 0.22, 0.13, 0.00, 0.00, 0.28, 1.46, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1722,  0,  14.356,  0.98,  1, 0.86, 0.07, 1.38, 0.00, 1.13, 0.13, 0.39, 2.13, 0.65, 1.42, 0.23, 0.39, 0.08, 0.00, 0.00, 0.19, 1.71, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1723,  0,  14.364,  0.98,  1, 0.92, 0.00, 1.39, 0.00, 1.20, 0.13, 0.30, 2.20, 0.59, 1.52, 0.14, 0.46, 0.17, 0.00, 0.00, 0.27, 1.67, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
1724,  0,  14.373,  0.98,  1, 1.05, 0.00, 1.46, 0.00, 1.32, 0.30, 0.34, 2.26, 0.55, 1.52, 0.13, 0.44, 0.25, 0.00, 0.00, 0.30, 1.49, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
1725,  0,  14.381,  0.98,  1, 1.09, 0.00, 1.31, 0.00, 1.28, 0.18, 0.44, 2.17, 0.53, 1.45, 0.00, 0.33, 0.26, 0.00, 0.00, 0.48, 1.48, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
1726,  0,  14.389,  0.98,  1, 1.04, 0.00, 1.38, 0.00, 1.24, 0.28, 0.59, 2.26, 0.46, 1.52, 0.02, 0.41, 0.23, 0.00, 0.00, 0.65, 1.45, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
1727,  0,  14.398,  0.98,  1, 0.99, 0.00, 1.31, 0.00, 1.15, 0.22, 0.45, 2.22, 0.45, 1.38, 0.06, 0.33, 0.15, 0.00, 0.00, 0.54, 1.44, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
1728,  0,  14.406,  0.98,  1, 0.97, 0.00, 1.29, 0.00, 1.10, 0.22, 0.29, 2.22, 0.43, 1.28, 0.08, 0.44, 0.10, 0.00, 0.00, 0.43, 1.19, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
1729,  0,  14.414,  0.98,  1, 0.82, 0.00, 1.24, 0.00, 1.09, 0.12, 0.08, 2.22, 0.45, 1.28, 0.11, 0.23, 0.16, 0.00, 0.03, 0.17, 0.86, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
1730,  0,  14.423,  0.98,  1, 0.80, 0.00, 1.34, 0.00, 1.11, 0.01, 0.10, 2.19, 0.45, 1.25, 0.36, 0.35, 0.28, 0.00, 0.03, 0.26, 0.48, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
1731,  0,  14.431,  0.98,  1, 0.64, 0.00, 1.29, 0.00, 1.18, 0.01, 0.11, 2.19, 0.47, 1.33, 0.34, 0.31, 0.52, 0.00, 0.03, 0.34, 0.16, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1732,  0,  14.439,  0.98,  1, 0.48, 0.00, 1.20, 0.00, 1.16, 0.00, 0.27, 2.14, 0.49, 1.09, 0.31, 0.42, 0.46, 0.00, 0.06, 0.42, 0.09, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1733,  0,  14.448,  0.98,  1, 0.23, 0.00, 1.10, 0.00, 1.17, 0.00, 0.33, 2.07, 0.40, 1.08, 0.16, 0.41, 0.39, 0.00, 0.07, 0.45, 0.05, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
1734,  0,  14.456,  0.98,  1, 0.09, 0.00, 1.23, 0.00, 1.12, 0.00, 0.36, 2.12, 0.30, 1.11, 0.40, 0.37, 0.22, 0.00, 0.07, 0.47, 0.15, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1735,  0,  14.464,  0.98,  1, 0.06, 0.00, 1.31, 0.00, 1.05, 0.00, 0.36, 2.02, 0.25, 1.21, 0.38, 0.39, 0.24, 0.00, 0.01, 0.43, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1736,  0,  14.473,  0.98,  1, 0.00, 0.00, 1.30, 0.00, 0.98, 0.00, 0.28, 2.08, 0.25, 1.38, 0.38, 0.33, 0.19, 0.00, 0.05, 0.32, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1737,  0,  14.481,  0.98,  1, 0.00, 0.00, 1.27, 0.00, 0.95, 0.00, 0.26, 2.16, 0.26, 1.35, 0.29, 0.34, 0.21, 0.00, 0.08, 0.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1738,  0,  14.489,  0.98,  1, 0.02, 0.00, 1.19, 0.00, 0.96, 0.00, 0.11, 2.18, 0.23, 1.30, 0.29, 0.25, 0.09, 0.00, 0.16, 0.56, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1739,  0,  14.498,  0.98,  1, 0.02, 0.00, 1.16, 0.00, 0.97, 0.00, 0.07, 2.11, 0.23, 1.25, 0.19, 0.24, 0.16, 0.00, 0.27, 0.70, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1740,  0,  14.506,  0.98,  1, 0.02, 0.00, 1.11, 0.00, 0.93, 0.00, 0.08, 1.86, 0.21, 1.20, 0.18, 0.28, 0.25, 0.00, 0.26, 0.71, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1741,  0,  14.515,  0.98,  1, 0.00, 0.00, 1.25, 0.00, 0.83, 0.00, 0.09, 1.73, 0.16, 1.18, 0.19, 0.33, 0.25, 0.00, 0.26, 0.69, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1742,  0,  14.523,  0.98,  1, 0.00, 0.00, 1.17, 0.00, 0.70, 0.00, 0.15, 1.77, 0.13, 1.20, 0.15, 0.26, 0.24, 0.00, 0.10, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1743,  0,  14.531,  0.98,  1, 0.00, 0.00, 1.09, 0.00, 0.73, 0.00, 0.10, 1.84, 0.16, 1.29, 0.02, 0.24, 0.25, 0.00, 0.10, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1744,  0,  14.540,  0.98,  1, 0.00, 0.00, 0.95, 0.00, 0.76, 0.00, 0.09, 1.92, 0.23, 1.32, 0.01, 0.23, 0.25, 0.00, 0.17, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1745,  0,  14.548,  0.98,  1, 0.00, 0.00, 1.03, 0.00, 0.83, 0.00, 0.02, 1.95, 0.27, 1.41, 0.04, 0.25, 0.19, 0.00, 0.31, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1746,  0,  14.556,  0.98,  1, 0.00, 0.00, 1.10, 0.00, 0.79, 0.00, 0.01, 2.00, 0.26, 1.29, 0.04, 0.20, 0.00, 0.00, 0.28, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1747,  0,  14.565,  0.98,  1, 0.00, 0.00, 1.09, 0.00, 0.76, 0.00, 0.01, 1.96, 0.22, 1.39, 0.06, 0.19, 0.00, 0.00, 0.20, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1748,  0,  14.573,  0.98,  1, 0.00, 0.00, 1.06, 0.00, 0.68, 0.00, 0.01, 1.81, 0.25, 1.19, 0.04, 0.20, 0.00, 0.00, 0.15, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1749,  0,  14.581,  0.98,  1, 0.00, 0.00, 0.99, 0.00, 0.64, 0.00, 0.01, 1.69, 0.31, 1.14, 0.08, 0.21, 0.00, 0.00, 0.17, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1750,  0,  14.590,  0.98,  1, 0.00, 0.00, 1.11, 0.00, 0.67, 0.00, 0.00, 1.81, 0.30, 1.07, 0.07, 0.23, 0.00, 0.00, 0.20, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1751,  0,  14.598,  0.98,  1, 0.00, 0.00, 1.10, 0.00, 0.68, 0.00, 0.00, 1.78, 0.23, 1.03, 0.05, 0.28, 0.03, 0.00, 0.20, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
