frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1752,  0,  14.606,  0.98,  1, 0.00, 0.00, 1.01, 0.00, 0.66, 0.00, 0.00, 1.73, 0.11, 1.09, 0.03, 0.23, 0.03, 0.00, 0.28, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1753,  0,  14.615,  0.98,  1, 0.00, 0.00, 1.15, 0.00, 0.61, 0.00, 0.02, 1.67, 0.10, 1.22, 0.16, 0.24, 0.04, 0.00, 0.28, 0.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1754,  0,  14.623,  0.98,  1, 0.00, 0.00, 1.26, 0.00, 0.64, 0.00, 0.11, 1.80, 0.13, 1.38, 0.16, 0.22, 0.09, 0.00, 0.22, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1755,  0,  14.631,  0.98,  1, 0.00, 0.00, 1.37, 0.00, 0.59, 0.00, 0.11, 1.78, 0.14, 1.48, 0.13, 0.32, 0.16, 0.00, 0.17, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1756,  0,  14.640,  0.98,  1, 0.00, 0.00, 1.22, 0.00, 0.63, 0.00, 0.09, 1.71, 0.13, 1.42, 0.04, 0.24, 0.20, 0.00, 0.06, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1757,  0,  14.648,  0.98,  1, 0.00, 0.00, 1.18, 0.00, 0.64, 0.00, 0.00, 1.73, 0.18, 1.39, 0.07, 0.23, 0.22, 0.00, 0.10, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1758,  0,  14.656,  0.98,  1, 0.00, 0.00, 1.21, 0.00, 0.66, 0.00, 0.07, 1.83, 0.21, 1.35, 0.07, 0.20, 0.15, 0.00, 0.13, 0.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1759,  0,  14.665,  0.98,  1, 0.00, 0.00, 1.06, 0.00, 0.68, 0.00, 0.07, 1.78, 0.25, 1.26, 0.03, 0.31, 0.17, 0.00, 0.13, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1760,  0,  14.673,  0.98,  1, 0.00, 0.00, 1.05, 0.00, 0.70, 0.00, 0.14, 1.72, 0.23, 1.18, 0.01, 0.40, 0.12, 0.00, 0.13, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1761,  0,  14.681,  0.98,  1, 0.02, 0.00, 1.15, 0.00, 0.77, 0.00, 0.16, 1.77, 0.25, 1.37, 0.07, 0.46, 0.22, 0.00, 0.08, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1762,  0,  14.690,  0.98,  1, 0.02, 0.00, 1.25, 0.00, 0.78, 0.00, 0.24, 1.88, 0.27, 1.38, 0.10, 0.32, 0.16, 0.00, 0.10, 0.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1763,  0,  14.698,  0.98,  1, 0.02, 0.00, 1.19, 0.00, 0.75, 0.00, 0.22, 1.90, 0.18, 1.47, 0.09, 0.17, 0.11, 0.00, 0.13, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1764,  0,  14.706,  0.98,  1, 0.00, 0.00, 1.18, 0.00, 0.76, 0.00, 0.20, 1.93, 0.19, 1.10, 0.10, 0.06, 0.14, 0.00, 0.12, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1765,  0,  14.715,  0.98,  1, 0.00, 0.00, 1.23, 0.00, 0.70, 0.00, 0.15, 1.89, 0.09, 1.10, 0.07, 0.08, 0.14, 0.00, 0.10, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1766,  0,  14.723,  0.98,  1, 0.00, 0.00, 1.27, 0.00, 0.69, 0.00, 0.16, 1.84, 0.15, 1.02, 0.10, 0.12, 0.19, 0.00, 0.03, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1767,  0,  14.731,  0.98,  1, 0.00, 0.00, 1.23, 0.00, 0.67, 0.00, 0.14, 1.80, 0.06, 1.02, 0.06, 0.06, 0.18, 0.00, 0.04, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1768,  0,  14.740,  0.98,  1, 0.00, 0.00, 1.21, 0.00, 0.67, 0.00, 0.12, 1.74, 0.16, 0.99, 0.06, 0.04, 0.18, 0.00, 0.12, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1769,  0,  14.748,  0.98,  1, 0.00, 0.00, 1.24, 0.00, 0.60, 0.00, 0.06, 1.77, 0.18, 1.08, 0.03, 0.00, 0.13, 0.00, 0.13, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1770,  0,  14.756,  0.98,  1, 0.00, 0.00, 1.29, 0.00, 0.65, 0.00, 0.06, 1.80, 0.23, 1.32, 0.11, 0.02, 0.19, 0.00, 0.12, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1771,  0,  14.765,  0.98,  1, 0.00, 0.00, 1.40, 0.00, 0.70, 0.00, 0.05, 1.94, 0.25, 1.47, 0.11, 0.06, 0.23, 0.00, 0.04, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1772,  0,  14.773,  0.98,  1, 0.00, 0.00, 1.46, 0.00, 0.83, 0.00, 0.15, 2.06, 0.23, 1.56, 0.11, 0.06, 0.23, 0.00, 0.14, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1773,  0,  14.781,  0.98,  1, 0.00, 0.00, 1.46, 0.00, 0.80, 0.00, 0.19, 1.99, 0.26, 1.59, 0.18, 0.08, 0.17, 0.00, 0.28, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1774,  0,  14.790,  0.98,  1, 0.00, 0.00, 1.48, 0.04, 0.78, 0.00, 0.27, 1.91, 0.20, 1.61, 0.18, 0.17, 0.13, 0.00, 0.28, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1775,  0,  14.798,  0.98,  1, 0.00, 0.00, 1.59, 0.04, 0.77, 0.00, 0.18, 1.87, 0.21, 1.58, 0.19, 0.27, 0.13, 0.00, 0.16, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1776,  0,  14.806,  0.98,  1, 0.00, 0.00, 1.51, 0.04, 0.73, 0.00, 0.10, 1.84, 0.21, 1.60, 0.06, 0.38, 0.00, 0.00, 0.10, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1777,  0,  14.815,  0.98,  1, 0.00, 0.00, 1.42, 0.00, 0.75, 0.00, 0.05, 2.02, 0.21, 1.34, 0.21, 0.35, 0.03, 0.00, 0.10, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1778,  0,  14.823,  0.98,  1, 0.00, 0.00, 1.22, 0.00, 0.70, 0.00, 0.13, 1.93, 0.14, 1.16, 0.20, 0.28, 0.14, 0.00, 0.10, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1779,  0,  14.831,  0.98,  1, 0.00, 0.00, 1.20, 0.00, 0.75, 0.00, 0.19, 1.97, 0.12, 1.07, 0.15, 0.12, 0.23, 0.00, 0.08, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1780,  0,  14.840,  0.98,  1, 0.00, 0.00, 1.12, 0.00, 0.76, 0.00, 0.16, 1.79, 0.18, 1.21, 0.05, 0.04, 0.36, 0.00, 0.08, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1781,  0,  14.848,  0.98,  1, 0.00, 0.00, 1.14, 0.00, 0.79, 0.00, 0.06, 1.92, 0.29, 1.37, 0.05, 0.01, 0.24, 0.00, 0.17, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1782,  0,  14.857,  0.98,  1, 0.00, 0.00, 1.11, 0.00, 0.86, 0.00, 0.07, 1.96, 0.35, 1.36, 0.05, 0.14, 0.19, 0.00, 0.10, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1783,  0,  14.865,  0.98,  1, 0.00, 0.00, 1.24, 0.00, 0.88, 0.00, 0.11, 1.97, 0.39, 1.33, 0.08, 0.14, 0.04, 0.00, 0.23, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1784,  0,  14.873,  0.98,  1, 0.00, 0.00, 1.20, 0.00, 0.83, 0.00, 0.11, 1.79, 0.39, 1.17, 0.15, 0.16, 0.04, 0.00, 0.17, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1785,  0,  14.882,  0.98,  1, 0.00, 0.00, 1.15, 0.00, 0.75, 0.00, 0.09, 1.70, 0.34, 1.19, 0.15, 0.11, 0.00, 0.00, 0.21, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1786,  0,  14.890,  0.98,  1, 0.00, 0.00, 1.09, 0.07, 0.72, 0.00, 0.12, 1.71, 0.22, 1.15, 0.07, 0.23, 0.06, 0.00, 0.25, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1787,  0,  14.898,  0.98,  1, 0.00, 0.00, 1.13, 0.07, 0.74, 0.00, 0.13, 1.82, 0.14, 1.28, 0.02, 0.29, 0.09, 0.00, 0.33, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1788,  0,  14.907,  0.98,  1, 0.00, 0.00, 1.19, 0.10, 0.78, 0.00, 0.10, 1.84, 0.16, 1.23, 0.16, 0.25, 0.09, 0.00, 0.32, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1789,  0,  14.915,  0.98,  1, 0.00, 0.00, 1.07, 0.03, 0.75, 0.00, 0.09, 1.74, 0.20, 1.30, 0.28, 0.20, 0.02, 0.00, 0.15, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1790,  0,  14.923,  0.98,  1, 0.00, 0.00, 1.12, 0.03, 0.76, 0.00, 0.12, 1.77, 0.24, 1.36, 0.27, 0.17, 0.00, 0.00, 0.13, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1791,  0,  14.932,  0.98,  1, 0.04, 0.04, 1.28, 0.00, 0.76, 0.00, 0.14, 1.72, 0.26, 1.42, 0.13, 0.29, 0.00, 0.00, 0.11, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1792,  0,  14.940,  0.98,  1, 0.12, 0.04, 1.38, 0.00, 0.79, 0.00, 0.15, 1.82, 0.25, 1.45, 0.01, 0.35, 0.00, 0.00, 0.26, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1793,  0,  14.948,  0.98,  1, 0.12, 0.04, 1.32, 0.00, 0.82, 0.00, 0.21, 1.68, 0.22, 1.39, 0.04, 0.35, 0.00, 0.00, 0.20, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1794,  0,  14.957,  0.98,  1, 0.08, 0.00, 1.10, 0.00, 0.77, 0.00, 0.17, 1.65, 0.18, 1.35, 0.19, 0.21, 0.00, 0.00, 0.26, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1795,  0,  14.965,  0.98,  1, 0.00, 0.00, 1.01, 0.00, 0.84, 0.00, 0.17, 1.63, 0.23, 1.47, 0.22, 0.13, 0.00, 0.00, 0.16, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1796,  0,  14.973,  0.98,  1, 0.00, 0.00, 1.02, 0.00, 0.80, 0.00, 0.14, 1.70, 0.23, 1.47, 0.36, 0.21, 0.00, 0.02, 0.17, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1797,  0,  14.982,  0.98,  1, 0.00, 0.00, 1.13, 0.05, 0.77, 0.00, 0.16, 1.81, 0.23, 1.47, 0.22, 0.23, 0.00, 0.02, 0.19, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1798,  0,  14.990,  0.98,  1, 0.00, 0.00, 1.19, 0.05, 0.63, 0.00, 0.13, 1.86, 0.17, 1.27, 0.20, 0.21, 0.00, 0.05, 0.15, 0.72, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1799,  0,  14.998,  0.98,  1, 0.00, 0.00, 1.27, 0.09, 0.61, 0.00, 0.11, 1.87, 0.23, 1.10, 0.11, 0.14, 0.09, 0.03, 0.12, 0.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1800,  0,  15.007,  0.98,  1, 0.00, 0.00, 1.38, 0.06, 0.71, 0.00, 0.19, 1.84, 0.16, 1.14, 0.11, 0.12, 0.09, 0.03, 0.15, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1801,  0,  15.015,  0.98,  1, 0.00, 0.00, 1.34, 0.27, 0.85, 0.00, 0.28, 1.75, 0.11, 1.05, 0.14, 0.16, 0.09, 0.00, 0.19, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1802,  0,  15.023,  0.98,  1, 0.00, 0.00, 1.38, 0.23, 0.87, 0.00, 0.32, 1.70, 0.03, 1.03, 0.29, 0.15, 0.03, 0.05, 0.19, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1803,  0,  15.032,  0.98,  1, 0.00, 0.00, 1.29, 0.21, 0.80, 0.00, 0.26, 1.74, 0.11, 0.82, 0.40, 0.15, 0.10, 0.05, 0.28, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1804,  0,  15.040,  0.98,  1, 0.00, 0.00, 1.37, 0.01, 0.76, 0.00, 0.17, 1.80, 0.20, 1.06, 0.50, 0.21, 0.18, 0.05, 0.31, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1805,  0,  15.048,  0.98,  1, 0.00, 0.00, 1.29, 0.10, 0.67, 0.00, 0.14, 1.84, 0.21, 1.15, 0.28, 0.15, 0.18, 0.03, 0.30, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1806,  0,  15.057,  0.98,  1, 0.00, 0.00, 1.29, 0.10, 0.66, 0.00, 0.11, 1.75, 0.22, 1.37, 0.31, 0.38, 0.10, 0.03, 0.15, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1807,  0,  15.065,  0.98,  1, 0.00, 0.00, 1.40, 0.09, 0.58, 0.00, 0.09, 1.64, 0.21, 1.24, 0.27, 0.36, 0.03, 0.03, 0.14, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1808,  0,  15.073,  0.98,  1, 0.00, 0.00, 1.43, 0.00, 0.62, 0.00, 0.11, 1.64, 0.22, 1.17, 0.25, 0.43, 0.08, 0.00, 0.16, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1809,  0,  15.082,  0.98,  1, 0.00, 0.00, 1.39, 0.00, 0.70, 0.00, 0.21, 1.82, 0.28, 1.04, 0.11, 0.20, 0.10, 0.00, 0.19, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1810,  0,  15.090,  0.98,  1, 0.02, 0.00, 1.27, 0.00, 0.73, 0.00, 0.19, 1.82, 0.26, 0.96, 0.06, 0.16, 0.10, 0.00, 0.22, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1811,  0,  15.098,  0.98,  1, 0.02, 0.00, 1.37, 0.00, 0.79, 0.00, 0.17, 1.77, 0.25, 1.14, 0.06, 0.20, 0.01, 0.00, 0.31, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1812,  0,  15.107,  0.98,  1, 0.02, 0.00, 1.33, 0.02, 0.76, 0.00, 0.05, 1.74, 0.17, 1.23, 0.12, 0.22, 0.00, 0.00, 0.32, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1813,  0,  15.115,  0.98,  1, 0.00, 0.00, 1.19, 0.09, 0.76, 0.00, 0.13, 1.79, 0.20, 1.18, 0.06, 0.13, 0.07, 0.00, 0.48, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1814,  0,  15.123,  0.98,  1, 0.00, 0.00, 0.83, 0.09, 0.71, 0.00, 0.08, 1.86, 0.21, 1.11, 0.08, 0.02, 0.24, 0.00, 0.41, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1815,  0,  15.132,  0.98,  1, 0.00, 0.00, 0.75, 0.07, 0.65, 0.00, 0.14, 1.79, 0.15, 0.99, 0.09, 0.16, 0.25, 0.00, 0.34, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1816,  0,  15.140,  0.98,  1, 0.00, 0.00, 0.97, 0.00, 0.70, 0.00, 0.08, 1.81, 0.16, 1.05, 0.09, 0.20, 0.21, 0.00, 0.16, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1817,  0,  15.148,  0.98,  1, 0.00, 0.00, 1.18, 0.00, 0.75, 0.00, 0.10, 1.89, 0.19, 1.07, 0.08, 0.46, 0.03, 0.00, 0.21, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1818,  0,  15.157,  0.98,  1, 0.01, 0.00, 1.37, 0.00, 0.85, 0.00, 0.15, 1.96, 0.23, 1.22, 0.03, 0.39, 0.05, 0.02, 0.17, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1819,  0,  15.165,  0.98,  1, 0.01, 0.00, 1.24, 0.01, 0.81, 0.00, 0.17, 2.16, 0.24, 1.35, 0.12, 0.51, 0.02, 0.02, 0.11, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1820,  0,  15.173,  0.98,  1, 0.01, 0.00, 1.21, 0.01, 0.81, 0.00, 0.15, 2.13, 0.25, 1.34, 0.18, 0.25, 0.02, 0.02, 0.02, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1821,  0,  15.182,  0.98,  1, 0.00, 0.00, 1.04, 0.01, 0.78, 0.00, 0.15, 1.93, 0.29, 1.31, 0.25, 0.23, 0.00, 0.02, 0.16, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
